arc_id,x_var,y_var,fixed_cost
a0665,flow_a0665,open_a0665,5.0
a0666,flow_a0666,open_a0666,5.0
a0667,flow_a0667,open_a0667,8.0
a0668,flow_a0668,open_a0668,8.0
a0669,flow_a0669,open_a0669,3.0
a0670,flow_a0670,open_a0670,3.0
a0671,flow_a0671,open_a0671,6.0
a0672,flow_a0672,open_a0672,6.0
a0673,flow_a0673,open_a0673,8.0
a0674,flow_a0674,open_a0674,8.0
a0675,flow_a0675,open_a0675,8.0
a0676,flow_a0676,open_a0676,8.0
a0677,flow_a0677,open_a0677,1.0
a0678,flow_a0678,open_a0678,1.0
a0679,flow_a0679,open_a0679,6.0
a0680,flow_a0680,open_a0680,6.0
a0681,flow_a0681,open_a0681,9.0
a0682,flow_a0682,open_a0682,9.0
a0683,flow_a0683,open_a0683,7.0
a0684,flow_a0684,open_a0684,7.0
a0685,flow_a0685,open_a0685,1.0
a0686,flow_a0686,open_a0686,1.0
a0687,flow_a0687,open_a0687,2.0
a0688,flow_a0688,open_a0688,2.0
a0689,flow_a0689,open_a0689,6.0
a0690,flow_a0690,open_a0690,6.0
a0691,flow_a0691,open_a0691,2.0
a0692,flow_a0692,open_a0692,2.0
a0693,flow_a0693,open_a0693,2.0
a0694,flow_a0694,open_a0694,2.0
a0695,flow_a0695,open_a0695,7.0
a0696,flow_a0696,open_a0696,7.0
a0697,flow_a0697,open_a0697,7.0
a0698,flow_a0698,open_a0698,7.0
a0699,flow_a0699,open_a0699,3.0
a0700,flow_a0700,open_a0700,3.0
a0701,flow_a0701,open_a0701,1.0
a0702,flow_a0702,open_a0702,1.0
a0703,flow_a0703,open_a0703,1.0
a0704,flow_a0704,open_a0704,1.0
a0705,flow_a0705,open_a0705,4.0
a0706,flow_a0706,open_a0706,4.0
a0707,flow_a0707,open_a0707,10.0
a0708,flow_a0708,open_a0708,10.0
a0709,flow_a0709,open_a0709,10.0
a0710,flow_a0710,open_a0710,10.0
a0711,flow_a0711,open_a0711,10.0
a0712,flow_a0712,open_a0712,10.0
a0713,flow_a0713,open_a0713,2.0
a0714,flow_a0714,open_a0714,2.0
a0715,flow_a0715,open_a0715,10.0
a0716,flow_a0716,open_a0716,10.0
a0717,flow_a0717,open_a0717,10.0
a0718,flow_a0718,open_a0718,10.0
a0719,flow_a0719,open_a0719,4.0
a0720,flow_a0720,open_a0720,4.0
a0721,flow_a0721,open_a0721,1.0
a0722,flow_a0722,open_a0722,1.0
a0723,flow_a0723,open_a0723,7.0
a0724,flow_a0724,open_a0724,7.0
a0725,flow_a0725,open_a0725,9.0
a0726,flow_a0726,open_a0726,9.0
a0727,flow_a0727,open_a0727,9.0
a0728,flow_a0728,open_a0728,9.0
a0729,flow_a0729,open_a0729,3.0
a0730,flow_a0730,open_a0730,3.0
a0731,flow_a0731,open_a0731,7.0
a0732,flow_a0732,open_a0732,7.0
a0733,flow_a0733,open_a0733,6.0
a0734,flow_a0734,open_a0734,6.0
a0735,flow_a0735,open_a0735,1.0
a0736,flow_a0736,open_a0736,1.0
a0737,flow_a0737,open_a0737,5.0
a0738,flow_a0738,open_a0738,5.0
a0739,flow_a0739,open_a0739,4.0
a0740,flow_a0740,open_a0740,4.0
a0741,flow_a0741,open_a0741,1.0
a0742,flow_a0742,open_a0742,1.0
a0743,flow_a0743,open_a0743,7.0
a0744,flow_a0744,open_a0744,7.0
a0745,flow_a0745,open_a0745,8.0
a0746,flow_a0746,open_a0746,8.0
a0747,flow_a0747,open_a0747,4.0
a0748,flow_a0748,open_a0748,4.0
a0749,flow_a0749,open_a0749,1.0
a0750,flow_a0750,open_a0750,1.0
a0751,flow_a0751,open_a0751,5.0
a0752,flow_a0752,open_a0752,5.0
a0753,flow_a0753,open_a0753,7.0
a0754,flow_a0754,open_a0754,7.0
a0755,flow_a0755,open_a0755,6.0
a0756,flow_a0756,open_a0756,6.0
a0757,flow_a0757,open_a0757,8.0
a0758,flow_a0758,open_a0758,8.0
a0759,flow_a0759,open_a0759,2.0
a0760,flow_a0760,open_a0760,2.0
a0761,flow_a0761,open_a0761,6.0
a0762,flow_a0762,open_a0762,6.0
a0763,flow_a0763,open_a0763,8.0
a0764,flow_a0764,open_a0764,8.0
a0765,flow_a0765,open_a0765,4.0
a0766,flow_a0766,open_a0766,4.0
a0767,flow_a0767,open_a0767,5.0
a0768,flow_a0768,open_a0768,5.0
a0769,flow_a0769,open_a0769,5.0
a0770,flow_a0770,open_a0770,5.0
a0771,flow_a0771,open_a0771,2.0
a0772,flow_a0772,open_a0772,2.0
a0773,flow_a0773,open_a0773,2.0
a0774,flow_a0774,open_a0774,2.0
a0775,flow_a0775,open_a0775,8.0
a0776,flow_a0776,open_a0776,8.0
a0777,flow_a0777,open_a0777,5.0
a0778,flow_a0778,open_a0778,5.0
a0779,flow_a0779,open_a0779,8.0
a0780,flow_a0780,open_a0780,8.0
a0781,flow_a0781,open_a0781,7.0
a0782,flow_a0782,open_a0782,7.0
a0783,flow_a0783,open_a0783,5.0
a0784,flow_a0784,open_a0784,5.0
a0785,flow_a0785,open_a0785,9.0
a0786,flow_a0786,open_a0786,9.0
a0787,flow_a0787,open_a0787,6.0
a0788,flow_a0788,open_a0788,6.0
a0789,flow_a0789,open_a0789,2.0
a0790,flow_a0790,open_a0790,2.0
a0791,flow_a0791,open_a0791,9.0
a0792,flow_a0792,open_a0792,9.0
a0793,flow_a0793,open_a0793,3.0
a0794,flow_a0794,open_a0794,3.0
a0795,flow_a0795,open_a0795,2.0
a0796,flow_a0796,open_a0796,2.0
a0797,flow_a0797,open_a0797,10.0
a0798,flow_a0798,open_a0798,10.0
a0799,flow_a0799,open_a0799,7.0
a0800,flow_a0800,open_a0800,7.0
a0801,flow_a0801,open_a0801,6.0
a0802,flow_a0802,open_a0802,6.0
a0803,flow_a0803,open_a0803,1.0
a0804,flow_a0804,open_a0804,1.0
a0805,flow_a0805,open_a0805,3.0
a0806,flow_a0806,open_a0806,3.0
a0807,flow_a0807,open_a0807,10.0
a0808,flow_a0808,open_a0808,10.0
a0809,flow_a0809,open_a0809,7.0
a0810,flow_a0810,open_a0810,7.0
a0811,flow_a0811,open_a0811,3.0
a0812,flow_a0812,open_a0812,3.0
a0813,flow_a0813,open_a0813,1.0
a0814,flow_a0814,open_a0814,1.0
a0815,flow_a0815,open_a0815,3.0
a0816,flow_a0816,open_a0816,3.0
a0817,flow_a0817,open_a0817,8.0
a0818,flow_a0818,open_a0818,8.0
a0819,flow_a0819,open_a0819,1.0
a0820,flow_a0820,open_a0820,1.0
a0821,flow_a0821,open_a0821,4.0
a0822,flow_a0822,open_a0822,4.0
a0823,flow_a0823,open_a0823,1.0
a0824,flow_a0824,open_a0824,1.0
a0825,flow_a0825,open_a0825,2.0
a0826,flow_a0826,open_a0826,2.0
a0827,flow_a0827,open_a0827,2.0
a0828,flow_a0828,open_a0828,2.0
a0829,flow_a0829,open_a0829,10.0
a0830,flow_a0830,open_a0830,10.0
a0831,flow_a0831,open_a0831,2.0
a0832,flow_a0832,open_a0832,2.0
a0833,flow_a0833,open_a0833,10.0
a0834,flow_a0834,open_a0834,10.0
a0835,flow_a0835,open_a0835,7.0
a0836,flow_a0836,open_a0836,7.0
a0837,flow_a0837,open_a0837,3.0
a0838,flow_a0838,open_a0838,3.0
a0839,flow_a0839,open_a0839,9.0
a0840,flow_a0840,open_a0840,9.0
a0841,flow_a0841,open_a0841,3.0
a0842,flow_a0842,open_a0842,3.0
a0843,flow_a0843,open_a0843,6.0
a0844,flow_a0844,open_a0844,6.0
a0845,flow_a0845,open_a0845,1.0
a0846,flow_a0846,open_a0846,1.0
a0847,flow_a0847,open_a0847,5.0
a0848,flow_a0848,open_a0848,5.0
a0849,flow_a0849,open_a0849,5.0
a0850,flow_a0850,open_a0850,5.0
a0851,flow_a0851,open_a0851,7.0
a0852,flow_a0852,open_a0852,7.0
a0853,flow_a0853,open_a0853,8.0
a0854,flow_a0854,open_a0854,8.0
a0855,flow_a0855,open_a0855,8.0
a0856,flow_a0856,open_a0856,8.0
a0857,flow_a0857,open_a0857,5.0
a0858,flow_a0858,open_a0858,5.0
a0859,flow_a0859,open_a0859,2.0
a0860,flow_a0860,open_a0860,2.0
a0861,flow_a0861,open_a0861,1.0
a0862,flow_a0862,open_a0862,1.0
a0863,flow_a0863,open_a0863,6.0
a0864,flow_a0864,open_a0864,6.0
a0865,flow_a0865,open_a0865,5.0
a0866,flow_a0866,open_a0866,5.0
a0867,flow_a0867,open_a0867,7.0
a0868,flow_a0868,open_a0868,7.0
a0869,flow_a0869,open_a0869,8.0
a0870,flow_a0870,open_a0870,8.0
a0871,flow_a0871,open_a0871,6.0
a0872,flow_a0872,open_a0872,6.0
a0873,flow_a0873,open_a0873,3.0
a0874,flow_a0874,open_a0874,3.0
a0875,flow_a0875,open_a0875,7.0
a0876,flow_a0876,open_a0876,7.0
a0877,flow_a0877,open_a0877,2.0
a0878,flow_a0878,open_a0878,2.0
a0879,flow_a0879,open_a0879,9.0
a0880,flow_a0880,open_a0880,9.0
a0881,flow_a0881,open_a0881,6.0
a0882,flow_a0882,open_a0882,6.0
a0883,flow_a0883,open_a0883,2.0
a0884,flow_a0884,open_a0884,2.0
a0885,flow_a0885,open_a0885,6.0
a0886,flow_a0886,open_a0886,6.0
a0887,flow_a0887,open_a0887,8.0
a0888,flow_a0888,open_a0888,8.0
a0889,flow_a0889,open_a0889,10.0
a0890,flow_a0890,open_a0890,10.0
a0891,flow_a0891,open_a0891,10.0
a0892,flow_a0892,open_a0892,10.0
a0893,flow_a0893,open_a0893,7.0
a0894,flow_a0894,open_a0894,7.0
a0895,flow_a0895,open_a0895,3.0
a0896,flow_a0896,open_a0896,3.0
a0897,flow_a0897,open_a0897,8.0
a0898,flow_a0898,open_a0898,8.0
a0899,flow_a0899,open_a0899,4.0
a0900,flow_a0900,open_a0900,4.0
a0901,flow_a0901,open_a0901,2.0
a0902,flow_a0902,open_a0902,2.0
a0903,flow_a0903,open_a0903,4.0
a0904,flow_a0904,open_a0904,4.0
a0905,flow_a0905,open_a0905,9.0
a0906,flow_a0906,open_a0906,9.0
a0907,flow_a0907,open_a0907,6.0
a0908,flow_a0908,open_a0908,6.0
a0909,flow_a0909,open_a0909,6.0
a0910,flow_a0910,open_a0910,6.0
a0911,flow_a0911,open_a0911,9.0
a0912,flow_a0912,open_a0912,9.0
a0913,flow_a0913,open_a0913,2.0
a0914,flow_a0914,open_a0914,2.0
a0915,flow_a0915,open_a0915,5.0
a0916,flow_a0916,open_a0916,5.0
a0917,flow_a0917,open_a0917,1.0
a0918,flow_a0918,open_a0918,1.0
a0919,flow_a0919,open_a0919,6.0
a0920,flow_a0920,open_a0920,6.0
a0921,flow_a0921,open_a0921,9.0
a0922,flow_a0922,open_a0922,9.0
a0923,flow_a0923,open_a0923,7.0
a0924,flow_a0924,open_a0924,7.0
a0925,flow_a0925,open_a0925,5.0
a0926,flow_a0926,open_a0926,5.0
a0927,flow_a0927,open_a0927,7.0
a0928,flow_a0928,open_a0928,7.0
a0929,flow_a0929,open_a0929,4.0
a0930,flow_a0930,open_a0930,4.0
a0931,flow_a0931,open_a0931,8.0
a0932,flow_a0932,open_a0932,8.0
a0933,flow_a0933,open_a0933,7.0
a0934,flow_a0934,open_a0934,7.0
a0935,flow_a0935,open_a0935,8.0
a0936,flow_a0936,open_a0936,8.0
a0937,flow_a0937,open_a0937,6.0
a0938,flow_a0938,open_a0938,6.0
a0939,flow_a0939,open_a0939,3.0
a0940,flow_a0940,open_a0940,3.0
a0941,flow_a0941,open_a0941,1.0
a0942,flow_a0942,open_a0942,1.0
a0943,flow_a0943,open_a0943,6.0
a0944,flow_a0944,open_a0944,6.0
a0945,flow_a0945,open_a0945,7.0
a0946,flow_a0946,open_a0946,7.0
a0947,flow_a0947,open_a0947,9.0
a0948,flow_a0948,open_a0948,9.0
a0949,flow_a0949,open_a0949,2.0
a0950,flow_a0950,open_a0950,2.0
a0951,flow_a0951,open_a0951,1.0
a0952,flow_a0952,open_a0952,1.0
a0953,flow_a0953,open_a0953,6.0
a0954,flow_a0954,open_a0954,6.0
a0955,flow_a0955,open_a0955,9.0
a0956,flow_a0956,open_a0956,9.0
a0957,flow_a0957,open_a0957,2.0
a0958,flow_a0958,open_a0958,2.0
a0959,flow_a0959,open_a0959,5.0
a0960,flow_a0960,open_a0960,5.0
a0961,flow_a0961,open_a0961,3.0
a0962,flow_a0962,open_a0962,3.0
a0963,flow_a0963,open_a0963,1.0
a0964,flow_a0964,open_a0964,1.0
a0965,flow_a0965,open_a0965,4.0
a0966,flow_a0966,open_a0966,4.0
a0967,flow_a0967,open_a0967,6.0
a0968,flow_a0968,open_a0968,6.0
a0969,flow_a0969,open_a0969,7.0
a0970,flow_a0970,open_a0970,7.0
a0971,flow_a0971,open_a0971,8.0
a0972,flow_a0972,open_a0972,8.0
a0973,flow_a0973,open_a0973,4.0
a0974,flow_a0974,open_a0974,4.0
a0975,flow_a0975,open_a0975,1.0
a0976,flow_a0976,open_a0976,1.0
a0977,flow_a0977,open_a0977,5.0
a0978,flow_a0978,open_a0978,5.0
a0979,flow_a0979,open_a0979,8.0
a0980,flow_a0980,open_a0980,8.0
a0981,flow_a0981,open_a0981,8.0
a0982,flow_a0982,open_a0982,8.0
a0983,flow_a0983,open_a0983,10.0
a0984,flow_a0984,open_a0984,10.0
a0985,flow_a0985,open_a0985,3.0
a0986,flow_a0986,open_a0986,3.0
a0987,flow_a0987,open_a0987,7.0
a0988,flow_a0988,open_a0988,7.0
a0989,flow_a0989,open_a0989,1.0
a0990,flow_a0990,open_a0990,1.0
a0991,flow_a0991,open_a0991,8.0
a0992,flow_a0992,open_a0992,8.0
a0993,flow_a0993,open_a0993,1.0
a0994,flow_a0994,open_a0994,1.0
a0995,flow_a0995,open_a0995,7.0
a0996,flow_a0996,open_a0996,7.0
a0997,flow_a0997,open_a0997,1.0
a0998,flow_a0998,open_a0998,1.0
a0999,flow_a0999,open_a0999,9.0
a1000,flow_a1000,open_a1000,9.0
a1001,flow_a1001,open_a1001,9.0
a1002,flow_a1002,open_a1002,9.0
a1003,flow_a1003,open_a1003,5.0
a1004,flow_a1004,open_a1004,5.0
a1005,flow_a1005,open_a1005,7.0
a1006,flow_a1006,open_a1006,7.0
a1007,flow_a1007,open_a1007,8.0
a1008,flow_a1008,open_a1008,8.0
a1009,flow_a1009,open_a1009,5.0
a1010,flow_a1010,open_a1010,5.0
a1011,flow_a1011,open_a1011,1.0
a1012,flow_a1012,open_a1012,1.0
a1013,flow_a1013,open_a1013,7.0
a1014,flow_a1014,open_a1014,7.0
a1015,flow_a1015,open_a1015,8.0
a1016,flow_a1016,open_a1016,8.0
a1017,flow_a1017,open_a1017,3.0
a1018,flow_a1018,open_a1018,3.0
a1019,flow_a1019,open_a1019,2.0
a1020,flow_a1020,open_a1020,2.0
a1021,flow_a1021,open_a1021,2.0
a1022,flow_a1022,open_a1022,2.0
a1023,flow_a1023,open_a1023,9.0
a1024,flow_a1024,open_a1024,9.0
a1025,flow_a1025,open_a1025,1.0
a1026,flow_a1026,open_a1026,1.0
a1027,flow_a1027,open_a1027,3.0
a1028,flow_a1028,open_a1028,3.0
a1029,flow_a1029,open_a1029,9.0
a1030,flow_a1030,open_a1030,9.0
a1031,flow_a1031,open_a1031,6.0
a1032,flow_a1032,open_a1032,6.0
a1033,flow_a1033,open_a1033,3.0
a1034,flow_a1034,open_a1034,3.0
a1035,flow_a1035,open_a1035,3.0
a1036,flow_a1036,open_a1036,3.0
a1037,flow_a1037,open_a1037,5.0
a1038,flow_a1038,open_a1038,5.0
a1039,flow_a1039,open_a1039,9.0
a1040,flow_a1040,open_a1040,9.0
a1041,flow_a1041,open_a1041,3.0
a1042,flow_a1042,open_a1042,3.0
a1043,flow_a1043,open_a1043,9.0
a1044,flow_a1044,open_a1044,9.0
a1045,flow_a1045,open_a1045,3.0
a1046,flow_a1046,open_a1046,3.0
a1047,flow_a1047,open_a1047,2.0
a1048,flow_a1048,open_a1048,2.0
a1049,flow_a1049,open_a1049,6.0
a1050,flow_a1050,open_a1050,6.0
a1051,flow_a1051,open_a1051,4.0
a1052,flow_a1052,open_a1052,4.0
a1053,flow_a1053,open_a1053,2.0
a1054,flow_a1054,open_a1054,2.0
a1055,flow_a1055,open_a1055,3.0
a1056,flow_a1056,open_a1056,3.0
a1057,flow_a1057,open_a1057,8.0
a1058,flow_a1058,open_a1058,8.0
a1059,flow_a1059,open_a1059,9.0
a1060,flow_a1060,open_a1060,9.0
a1061,flow_a1061,open_a1061,6.0
a1062,flow_a1062,open_a1062,6.0
a1063,flow_a1063,open_a1063,6.0
a1064,flow_a1064,open_a1064,6.0
a1065,flow_a1065,open_a1065,10.0
a1066,flow_a1066,open_a1066,10.0
a1067,flow_a1067,open_a1067,5.0
a1068,flow_a1068,open_a1068,5.0
a1069,flow_a1069,open_a1069,4.0
a1070,flow_a1070,open_a1070,4.0
a1071,flow_a1071,open_a1071,4.0
a1072,flow_a1072,open_a1072,4.0
a1073,flow_a1073,open_a1073,3.0
a1074,flow_a1074,open_a1074,3.0
a1075,flow_a1075,open_a1075,1.0
a1076,flow_a1076,open_a1076,1.0
a1077,flow_a1077,open_a1077,10.0
a1078,flow_a1078,open_a1078,10.0
a1079,flow_a1079,open_a1079,5.0
a1080,flow_a1080,open_a1080,5.0
a1081,flow_a1081,open_a1081,7.0
a1082,flow_a1082,open_a1082,7.0
a1083,flow_a1083,open_a1083,5.0
a1084,flow_a1084,open_a1084,5.0
a1085,flow_a1085,open_a1085,2.0
a1086,flow_a1086,open_a1086,2.0
a1087,flow_a1087,open_a1087,7.0
a1088,flow_a1088,open_a1088,7.0
a1089,flow_a1089,open_a1089,7.0
a1090,flow_a1090,open_a1090,7.0
a1091,flow_a1091,open_a1091,6.0
a1092,flow_a1092,open_a1092,6.0
a1093,flow_a1093,open_a1093,6.0
a1094,flow_a1094,open_a1094,6.0
a1095,flow_a1095,open_a1095,6.0
a1096,flow_a1096,open_a1096,6.0
a1097,flow_a1097,open_a1097,5.0
a1098,flow_a1098,open_a1098,5.0
a1099,flow_a1099,open_a1099,4.0
a1100,flow_a1100,open_a1100,4.0
a1101,flow_a1101,open_a1101,9.0
a1102,flow_a1102,open_a1102,9.0
a1103,flow_a1103,open_a1103,7.0
a1104,flow_a1104,open_a1104,7.0
a1105,flow_a1105,open_a1105,9.0
a1106,flow_a1106,open_a1106,9.0
a1107,flow_a1107,open_a1107,5.0
a1108,flow_a1108,open_a1108,5.0
a1109,flow_a1109,open_a1109,10.0
a1110,flow_a1110,open_a1110,10.0
a1111,flow_a1111,open_a1111,8.0
a1112,flow_a1112,open_a1112,8.0
a1113,flow_a1113,open_a1113,9.0
a1114,flow_a1114,open_a1114,9.0
a1115,flow_a1115,open_a1115,9.0
a1116,flow_a1116,open_a1116,9.0
a1117,flow_a1117,open_a1117,2.0
a1118,flow_a1118,open_a1118,2.0
a1119,flow_a1119,open_a1119,3.0
a1120,flow_a1120,open_a1120,3.0
a1121,flow_a1121,open_a1121,10.0
a1122,flow_a1122,open_a1122,10.0
a1123,flow_a1123,open_a1123,9.0
a1124,flow_a1124,open_a1124,9.0
a1125,flow_a1125,open_a1125,10.0
a1126,flow_a1126,open_a1126,10.0
a1127,flow_a1127,open_a1127,8.0
a1128,flow_a1128,open_a1128,8.0
a1129,flow_a1129,open_a1129,3.0
a1130,flow_a1130,open_a1130,3.0
a1131,flow_a1131,open_a1131,1.0
a1132,flow_a1132,open_a1132,1.0
a1133,flow_a1133,open_a1133,2.0
a1134,flow_a1134,open_a1134,2.0
a1135,flow_a1135,open_a1135,8.0
a1136,flow_a1136,open_a1136,8.0
a1137,flow_a1137,open_a1137,8.0
a1138,flow_a1138,open_a1138,8.0
a1139,flow_a1139,open_a1139,5.0
a1140,flow_a1140,open_a1140,5.0
a1141,flow_a1141,open_a1141,6.0
a1142,flow_a1142,open_a1142,6.0
a1143,flow_a1143,open_a1143,9.0
a1144,flow_a1144,open_a1144,9.0
a1145,flow_a1145,open_a1145,2.0
a1146,flow_a1146,open_a1146,2.0
a1147,flow_a1147,open_a1147,3.0
a1148,flow_a1148,open_a1148,3.0
a1149,flow_a1149,open_a1149,8.0
a1150,flow_a1150,open_a1150,8.0
a1151,flow_a1151,open_a1151,1.0
a1152,flow_a1152,open_a1152,1.0
a1153,flow_a1153,open_a1153,8.0
a1154,flow_a1154,open_a1154,8.0
a1155,flow_a1155,open_a1155,7.0
a1156,flow_a1156,open_a1156,7.0
a1157,flow_a1157,open_a1157,6.0
a1158,flow_a1158,open_a1158,6.0
a1159,flow_a1159,open_a1159,3.0
a1160,flow_a1160,open_a1160,3.0
a1161,flow_a1161,open_a1161,1.0
a1162,flow_a1162,open_a1162,1.0
a1163,flow_a1163,open_a1163,9.0
a1164,flow_a1164,open_a1164,9.0
a1165,flow_a1165,open_a1165,10.0
a1166,flow_a1166,open_a1166,10.0
a1167,flow_a1167,open_a1167,5.0
a1168,flow_a1168,open_a1168,5.0
a1169,flow_a1169,open_a1169,10.0
a1170,flow_a1170,open_a1170,10.0
a1171,flow_a1171,open_a1171,2.0
a1172,flow_a1172,open_a1172,2.0
a1173,flow_a1173,open_a1173,5.0
a1174,flow_a1174,open_a1174,5.0
a1175,flow_a1175,open_a1175,7.0
a1176,flow_a1176,open_a1176,7.0
a1177,flow_a1177,open_a1177,3.0
a1178,flow_a1178,open_a1178,3.0
a1179,flow_a1179,open_a1179,7.0
a1180,flow_a1180,open_a1180,7.0
a1181,flow_a1181,open_a1181,1.0
a1182,flow_a1182,open_a1182,1.0
a1183,flow_a1183,open_a1183,7.0
a1184,flow_a1184,open_a1184,7.0
a1185,flow_a1185,open_a1185,4.0
a1186,flow_a1186,open_a1186,4.0
a1187,flow_a1187,open_a1187,2.0
a1188,flow_a1188,open_a1188,2.0
a1189,flow_a1189,open_a1189,1.0
a1190,flow_a1190,open_a1190,1.0
a1191,flow_a1191,open_a1191,3.0
a1192,flow_a1192,open_a1192,3.0
a1193,flow_a1193,open_a1193,6.0
a1194,flow_a1194,open_a1194,6.0
a1195,flow_a1195,open_a1195,1.0
a1196,flow_a1196,open_a1196,1.0
a1197,flow_a1197,open_a1197,7.0
a1198,flow_a1198,open_a1198,7.0
a1199,flow_a1199,open_a1199,9.0
a1200,flow_a1200,open_a1200,9.0
a1201,flow_a1201,open_a1201,6.0
a1202,flow_a1202,open_a1202,6.0
a1203,flow_a1203,open_a1203,10.0
a1204,flow_a1204,open_a1204,10.0
a1205,flow_a1205,open_a1205,9.0
a1206,flow_a1206,open_a1206,9.0
a1207,flow_a1207,open_a1207,5.0
a1208,flow_a1208,open_a1208,5.0
a1209,flow_a1209,open_a1209,5.0
a1210,flow_a1210,open_a1210,5.0
a1211,flow_a1211,open_a1211,2.0
a1212,flow_a1212,open_a1212,2.0
a1213,flow_a1213,open_a1213,10.0
a1214,flow_a1214,open_a1214,10.0
a1215,flow_a1215,open_a1215,4.0
a1216,flow_a1216,open_a1216,4.0
a1217,flow_a1217,open_a1217,8.0
a1218,flow_a1218,open_a1218,8.0
a1219,flow_a1219,open_a1219,5.0
a1220,flow_a1220,open_a1220,5.0
a1221,flow_a1221,open_a1221,10.0
a1222,flow_a1222,open_a1222,10.0
a1223,flow_a1223,open_a1223,1.0
a1224,flow_a1224,open_a1224,1.0
a1225,flow_a1225,open_a1225,5.0
a1226,flow_a1226,open_a1226,5.0
a1227,flow_a1227,open_a1227,5.0
a1228,flow_a1228,open_a1228,5.0
a1229,flow_a1229,open_a1229,5.0
a1230,flow_a1230,open_a1230,5.0
a1231,flow_a1231,open_a1231,2.0
a1232,flow_a1232,open_a1232,2.0
a1233,flow_a1233,open_a1233,9.0
a1234,flow_a1234,open_a1234,9.0
a1235,flow_a1235,open_a1235,5.0
a1236,flow_a1236,open_a1236,5.0
a1237,flow_a1237,open_a1237,3.0
a1238,flow_a1238,open_a1238,3.0
a1239,flow_a1239,open_a1239,8.0
a1240,flow_a1240,open_a1240,8.0
a1241,flow_a1241,open_a1241,9.0
a1242,flow_a1242,open_a1242,9.0
a1243,flow_a1243,open_a1243,7.0
a1244,flow_a1244,open_a1244,7.0
a1245,flow_a1245,open_a1245,9.0
a1246,flow_a1246,open_a1246,9.0
a1247,flow_a1247,open_a1247,9.0
a1248,flow_a1248,open_a1248,9.0
a1249,flow_a1249,open_a1249,4.0
a1250,flow_a1250,open_a1250,4.0
